COMPOUND	YEAR	STATE_FIPS_CODE	COUNTY_FIPS_CODE	EPEST_LOW_KG	EPEST_HIGH_KG
2,4-D	2011	01	001	1561.2	1596.3
2,4-D	2011	01	003	5732.6	6289.9
2,4-D	2011	01	005	1460.1	1848.7
2,4-D	2011	01	007	1351.5	1378
2,4-D	2011	01	009	5404.5	5522.4
2,4-D	2011	01	011	1718.5	1742.8
2,4-D	2011	01	013	1374.3	1479
2,4-D	2011	01	015	2200.3	2401.4
2,4-D	2011	01	017	4968.7	5026.9
2,4-D	2011	01	019	2848.6	3915.3
2,4-D	2011	01	021	3637.8	3725.2
2,4-D	2011	01	023	804.1	811
2,4-D	2011	01	025	701.3	707.1
2,4-D	2011	01	027	4310.7	4319
2,4-D	2011	01	029	1643.1	1646.1
2,4-D	2011	01	031	2419.5	3274.2
2,4-D	2011	01	033	5224.9	7594.1
2,4-D	2011	01	035	1428	1517.1
2,4-D	2011	01	037	1585.5	1588.7
2,4-D	2011	01	039	1487.3	2171
2,4-D	2011	01	041	1114.7	1369
2,4-D	2011	01	043	7181.1	7279.9
2,4-D	2011	01	045	1224.9	1647.2
2,4-D	2011	01	047	3382.2	3559.9
2,4-D	2011	01	049	8110.1	8275.5
2,4-D	2011	01	051	1436.1	1482.1
2,4-D	2011	01	053	2877.5	3124.5
2,4-D	2011	01	055	2991.9	3201
2,4-D	2011	01	057	2160.3	2605.8
2,4-D	2011	01	059	6941.4	7441.9
2,4-D	2011	01	061	2512.9	3455
2,4-D	2011	01	063	1283.4	1298.9
2,4-D	2011	01	065	2622.6	2694.6
2,4-D	2011	01	067	1929.2	2459.7
2,4-D	2011	01	069	2770.9	3592.6
2,4-D	2011	01	071	6268.7	6813.3
2,4-D	2011	01	073	1469.9	1499.9
2,4-D	2011	01	075	2141.1	2237.8
2,4-D	2011	01	077	8366.7	10986.1
2,4-D	2011	01	079	8526.4	11970.8
2,4-D	2011	01	081	2286.9	2490.2
2,4-D	2011	01	083	7352.1	10263.5
2,4-D	2011	01	085	4424.4	4522.9
2,4-D	2011	01	087	1174.6	1211
2,4-D	2011	01	089	6053.4	9025.2
2,4-D	2011	01	091	2348.9	2444
2,4-D	2011	01	093	4214.5	4403.9
2,4-D	2011	01	095	5560.6	5619.1
2,4-D	2011	01	097	2572.4	2751.4
2,4-D	2011	01	099	2145.2	2305.1
2,4-D	2011	01	101	4283.3	4336.6
2,4-D	2011	01	103	6715	7476.1
2,4-D	2011	01	105	2451	2613.7
2,4-D	2011	01	107	3119.5	3574.4
2,4-D	2011	01	109	1583.7	1877.6
2,4-D	2011	01	111	6054	6117.2
2,4-D	2011	01	113	950.2	1213.8
2,4-D	2011	01	115	2103	2104.1
2,4-D	2011	01	117	2487.5	2581.2
2,4-D	2011	01	119	2669.5	2701
2,4-D	2011	01	121	4458.9	5437.6
2,4-D	2011	01	123	2616.6	2684.1
2,4-D	2011	01	125	3088.8	3504.9
2,4-D	2011	01	127	2395	2467.5
2,4-D	2011	01	129	1522.8	1585.5
2,4-D	2011	01	131	2133.3	2196.9
2,4-D	2011	01	133	2978.3	2991.8
2,4-D	2011	04	001	189.6	550.8
