COMPOUND	YEAR	STATE_FIPS_CODE	COUNTY_FIPS_CODE	EPEST_LOW_KG	EPEST_HIGH_KG
2,4-D	2002	01	001	32.5	370.4
2,4-D	2002	01	003	619.6	1901.3
2,4-D	2002	01	005	610.2	671.4
2,4-D	2002	01	007	507	508.9
2,4-D	2002	01	009	7052.4	7141.7
2,4-D	2002	01	011	12	123.8
2,4-D	2002	01	013	320.5	405.5
2,4-D	2002	01	015	4061	4194.4
2,4-D	2002	01	017	1154.3	1246.9
2,4-D	2002	01	019	4142.7	4614.1
2,4-D	2002	01	021	1373.1	1473
2,4-D	2002	01	023	150.7	155.3
2,4-D	2002	01	025	215.7	225.6
2,4-D	2002	01	027	1494.8	1495.2
2,4-D	2002	01	029	1867.9	1913.7
2,4-D	2002	01	031	624.8	809.2
2,4-D	2002	01	033	1827.2	2453.8
2,4-D	2002	01	035	311	465.2
2,4-D	2002	01	037	415.5	415.8
2,4-D	2002	01	039	746.2	840.3
2,4-D	2002	01	041	420.5	500.2
2,4-D	2002	01	043	12718.4	12900
2,4-D	2002	01	045	414.4	513.5
2,4-D	2002	01	047	16.8	589.7
2,4-D	2002	01	049	13046.9	14013.6
2,4-D	2002	01	051	8.5	402.6
2,4-D	2002	01	053	476.2	768.9
2,4-D	2002	01	055	3935.9	4065.1
2,4-D	2002	01	057	945.7	993.9
2,4-D	2002	01	059	2951.1	3033.3
2,4-D	2002	01	061	1055.9	1235.9
2,4-D	2002	01	063	8.1	100.1
2,4-D	2002	01	065	16.2	192.7
2,4-D	2002	01	067	774.6	938.6
2,4-D	2002	01	069	880.6	1247.9
2,4-D	2002	01	071	9393.6	10960.9
2,4-D	2002	01	073	666	666.1
2,4-D	2002	01	075	770.1	889.9
2,4-D	2002	01	077	3807	4560.9
2,4-D	2002	01	079	3472.8	4238.4
2,4-D	2002	01	081	800.8	922.2
2,4-D	2002	01	083	3177	4479.5
2,4-D	2002	01	085	28.5	389.2
2,4-D	2002	01	087	8.2	206.7
2,4-D	2002	01	089	1923.8	3331.4
2,4-D	2002	01	091	14.6	437.2
2,4-D	2002	01	093	1651.5	1741.3
2,4-D	2002	01	095	8197.9	8468.7
2,4-D	2002	01	097	570.7	661.6
2,4-D	2002	01	099	570.8	668.5
2,4-D	2002	01	101	20.5	232.2
2,4-D	2002	01	103	2523	2975.3
2,4-D	2002	01	105	12.1	321.5
2,4-D	2002	01	107	1724.9	1893.7
2,4-D	2002	01	109	659.5	765.2
2,4-D	2002	01	111	1562.9	1563
2,4-D	2002	01	113	388.5	458.3
2,4-D	2002	01	115	3211.3	3211.3
2,4-D	2002	01	117	1002.3	1092
2,4-D	2002	01	119	19.1	158.4
2,4-D	2002	01	121	2026.1	2664.3
2,4-D	2002	01	123	617.9	630.7
2,4-D	2002	01	125	1025.8	1196.4
2,4-D	2002	01	127	823.5	823.6
2,4-D	2002	01	129	245.3	595.7
2,4-D	2002	01	131	759	872.3
2,4-D	2002	01	133	1442.7	1445.7
2,4-D	2002	04	001	102.7	15350.8
2,4-D	2002	04	003	101.2	4619.4
2,4-D	2002	04	005	20.9	20074.5
2,4-D	2002	04	007	0.1	34.8
2,4-D	2002	04	009	53.6	3795.4
2,4-D	2002	04	011		125.3
2,4-D	2002	04	012	230.9	2424.6
2,4-D	2002	04	013	741.9	5028.7
2,4-D	2002	04	015	35.8	3384
2,4-D	2002	04	017	300.2	13066.5
2,4-D	2002	04	019	318	8523.7
2,4-D	2002	04	021	1550.2	6227.2
2,4-D	2002	04	023		561.7
2,4-D	2002	04	025	16.9	2352.3
2,4-D	2002	04	027	2288.2	3549.8
2,4-D	2002	05	001	5293.8	5961.2
2,4-D	2002	05	003	1914.5	3636.8
2,4-D	2002	05	005	4868.7	4868.7
2,4-D	2002	05	007	15137.7	15137.7
2,4-D	2002	05	009	17538.7	17538.7
2,4-D	2002	05	011	1212.8	1212.8
2,4-D	2002	05	013	1492.5	1492.5
2,4-D	2002	05	015	14764.8	14764.8
2,4-D	2002	05	017	1914.9	5099.9
2,4-D	2002	05	019	5342.5	5343.9
2,4-D	2002	05	021	10573.5	10629.8
2,4-D	2002	05	023	4288	4290.7
2,4-D	2002	05	025	1883.3	1883.3
2,4-D	2002	05	027	4108.2	4108.2
2,4-D	2002	05	029	5338.4	5630
2,4-D	2002	05	031	13657.9	13695.1
2,4-D	2002	05	033	6431.4	6591.5
2,4-D	2002	05	035	4206.6	5462
2,4-D	2002	05	037	4890.1	5827.1
2,4-D	2002	05	039	1135	1135
2,4-D	2002	05	041	2885.6	6390.3
2,4-D	2002	05	043	743	2491.2
2,4-D	2002	05	045	8581.5	8783.2
2,4-D	2002	05	047	10331.9	10337.9
2,4-D	2002	05	049	13716.5	13717
2,4-D	2002	05	051	2121.1	2121.1
2,4-D	2002	05	053	1521.3	1521.3
2,4-D	2002	05	055	9507.2	9543
2,4-D	2002	05	057	8153.4	8161.7
2,4-D	2002	05	059	3098.2	3173
2,4-D	2002	05	061	3303.1	3303.1
2,4-D	2002	05	063	16965.5	16979.6
2,4-D	2002	05	065	9228.6	9228.6
2,4-D	2002	05	067	7551.1	7615.6
2,4-D	2002	05	069	2207.6	6272.8
2,4-D	2002	05	071	4627	4675.2
2,4-D	2002	05	073	2170.8	3833.2
2,4-D	2002	05	075	11594.5	11631.9
2,4-D	2002	05	077	5004.7	6258.2
2,4-D	2002	05	079	1560.7	4591.4
2,4-D	2002	05	081	4664.9	5307
2,4-D	2002	05	083	11110.8	11197.3
2,4-D	2002	05	085	4507.1	5992.9
2,4-D	2002	05	087	12404.5	12404.5
2,4-D	2002	05	089	7571.9	7571.9
2,4-D	2002	05	091	4358.5	7001.9
2,4-D	2002	05	093	15732.4	15796.9
2,4-D	2002	05	095	3124.8	4229
2,4-D	2002	05	097	1979.2	1979.2
2,4-D	2002	05	099	6094.4	6094.4
2,4-D	2002	05	101	5397.7	5397.7
2,4-D	2002	05	103	2014.4	2014.4
2,4-D	2002	05	105	1885.8	1994.9
2,4-D	2002	05	107	6701.8	8244.2
2,4-D	2002	05	109	2006.5	2006.5
2,4-D	2002	05	111	12444	12508.1
2,4-D	2002	05	113	9100.9	9100.9
2,4-D	2002	05	115	7451.6	7526.7
2,4-D	2002	05	117	3268.6	4259.1
2,4-D	2002	05	119	2970.4	3487.1
2,4-D	2002	05	121	13590.3	13610.1
2,4-D	2002	05	123	3709.4	4679.8
2,4-D	2002	05	125	2185.4	2187.3
2,4-D	2002	05	127	6139	6139
2,4-D	2002	05	129	7801.6	7801.6
2,4-D	2002	05	131	7529.3	7556.9
2,4-D	2002	05	133	3643.3	3643.3
2,4-D	2002	05	135	7820	7820
2,4-D	2002	05	137	6155	6155
2,4-D	2002	05	139	2165.3	2165.3
2,4-D	2002	05	141	3728.2	3749
2,4-D	2002	05	143	16178.3	16178.3
2,4-D	2002	05	145	16862.1	16882.2
2,4-D	2002	05	147	2930.4	4066.9
2,4-D	2002	05	149	9102.1	9244.3
2,4-D	2002	06	001	226.7	226.7
2,4-D	2002	06	005	255.1	255.1
2,4-D	2002	06	007	7174.9	7174.9
2,4-D	2002	06	009	350.7	350.7
2,4-D	2002	06	011	1937.5	1937.5
2,4-D	2002	06	013	1453.5	1453.5
2,4-D	2002	06	015	279.2	279.2
2,4-D	2002	06	017	35.8	35.8
2,4-D	2002	06	019	10727.9	10727.9
2,4-D	2002	06	021	8176.7	8176.7
2,4-D	2002	06	023	2213.3	2213.3
2,4-D	2002	06	025	17676	17676
2,4-D	2002	06	029	2940.5	2940.5
2,4-D	2002	06	031	8646.8	8646.8
2,4-D	2002	06	033	736.9	736.9
2,4-D	2002	06	035	816.8	816.8
2,4-D	2002	06	037	171.6	171.6
2,4-D	2002	06	039	3499.7	3499.7
2,4-D	2002	06	043	2.4	2.4
2,4-D	2002	06	045	574	574
2,4-D	2002	06	047	14045.7	14045.7
2,4-D	2002	06	049	5257.7	5257.7
2,4-D	2002	06	053	759.8	759.8
2,4-D	2002	06	055	64.2	64.2
2,4-D	2002	06	057	3114.4	3114.4
2,4-D	2002	06	059	3.9	3.9
2,4-D	2002	06	061	651	651
2,4-D	2002	06	063	615.6	615.6
2,4-D	2002	06	065	4047.3	4047.3
2,4-D	2002	06	067	6804	6804
2,4-D	2002	06	069	1379.7	1379.7
2,4-D	2002	06	071	1280.6	1280.6
2,4-D	2002	06	073	105.4	105.4
2,4-D	2002	06	077	22483.3	22483.3
2,4-D	2002	06	079	3679.5	3679.5
2,4-D	2002	06	081	466.5	466.5
2,4-D	2002	06	083	1308.2	1308.2
2,4-D	2002	06	085	222.8	222.8
2,4-D	2002	06	087	1.4	1.4
2,4-D	2002	06	089	1400.9	1400.9
2,4-D	2002	06	091	286.5	286.5
2,4-D	2002	06	093	7043.9	7043.9
2,4-D	2002	06	095	9427.8	9427.8
2,4-D	2002	06	097	640.5	640.5
2,4-D	2002	06	099	8284.8	8284.8
2,4-D	2002	06	101	5792.4	5792.4
2,4-D	2002	06	103	2771.7	2771.7
2,4-D	2002	06	105	163	163
2,4-D	2002	06	107	8934.7	8934.7
2,4-D	2002	06	109	406.4	406.4
2,4-D	2002	06	111	575.7	575.7
2,4-D	2002	06	113	8810	8810
2,4-D	2002	06	115	1568.2	1568.2
2,4-D	2002	08	001	9623.7	10376.5
2,4-D	2002	08	003	3269.4	3281.4
2,4-D	2002	08	005	4248.2	5381
2,4-D	2002	08	007	11.1	234.5
2,4-D	2002	08	009	50505.8	50591.1
2,4-D	2002	08	011	6641.6	6785
2,4-D	2002	08	013	778.5	790.7
2,4-D	2002	08	015	7	57.4
2,4-D	2002	08	017	9197	11493.2
2,4-D	2002	08	019		3
2,4-D	2002	08	021	1228.1	1242.7
2,4-D	2002	08	023	1615.8	1623.9
2,4-D	2002	08	025	2406.1	2420.9
2,4-D	2002	08	027	86.7	88.4
2,4-D	2002	08	029	1341.4	1932
2,4-D	2002	08	031	60.6	60.6
2,4-D	2002	08	033	338.2	1708.5
2,4-D	2002	08	035	262.4	1250.4
2,4-D	2002	08	037	1.7	109
2,4-D	2002	08	039	2461.1	8866.7
2,4-D	2002	08	041	969.8	6138.6
2,4-D	2002	08	043	250.1	263.2
2,4-D	2002	08	045	394.3	1630.2
2,4-D	2002	08	047		13.5
2,4-D	2002	08	049	22.8	209.6
2,4-D	2002	08	051	0.7	125.8
2,4-D	2002	08	053		7.5
2,4-D	2002	08	055	602.2	606.6
2,4-D	2002	08	057	0.2	374.7
2,4-D	2002	08	059	126.3	126.6
2,4-D	2002	08	061	9885.4	12929.3
2,4-D	2002	08	063	18751.5	21754.7
2,4-D	2002	08	065		15.2
2,4-D	2002	08	067	354	1241.4
2,4-D	2002	08	069	1857.8	1882.9
2,4-D	2002	08	071	4489.8	4521.8
2,4-D	2002	08	073	6556.9	13698.6
2,4-D	2002	08	075	6966.8	7016.6
2,4-D	2002	08	077	1654.7	2721
2,4-D	2002	08	079	18.3	18.3
2,4-D	2002	08	081	503.1	1598.5
2,4-D	2002	08	083	566.7	3695.9
2,4-D	2002	08	085	3441.9	4197.3
