COMPOUND	YEAR	STATE_FIPS_CODE	COUNTY_FIPS_CODE	EPEST_LOW_KG	EPEST_HIGH_KG
2,4-D	1997	01	001	365	1481.3
2,4-D	1997	01	003	1984.2	3691
2,4-D	1997	01	005	889.5	2259.7
2,4-D	1997	01	007	608.2	634.4
2,4-D	1997	01	009	828.7	1296
2,4-D	1997	01	011	363.4	1594.5
2,4-D	1997	01	013	901.7	1330
2,4-D	1997	01	015	1257.8	1589.5
2,4-D	1997	01	017	594.7	664.4
2,4-D	1997	01	019	893	2868.9
2,4-D	1997	01	021	651.8	1265.3
2,4-D	1997	01	023	511.1	729.1
2,4-D	1997	01	025	442.1	671
2,4-D	1997	01	027	736	783.3
2,4-D	1997	01	029	6367.2	6508.9
2,4-D	1997	01	031	1318.3	3596.6
2,4-D	1997	01	033	1169.3	3250.7
2,4-D	1997	01	035	741.2	1639
2,4-D	1997	01	037	646.3	677.8
2,4-D	1997	01	039	1361.2	3622.4
2,4-D	1997	01	041	794.7	1656
2,4-D	1997	01	043	2666.7	3401.5
2,4-D	1997	01	045	4966.9	6114.4
2,4-D	1997	01	047	430.8	2976.1
2,4-D	1997	01	049	2859.4	4949.5
2,4-D	1997	01	051	354.5	1936.9
2,4-D	1997	01	053	753	2457.6
2,4-D	1997	01	055	634.3	1160.1
2,4-D	1997	01	057	244.1	550.8
2,4-D	1997	01	059	9741.3	10497.2
2,4-D	1997	01	061	1646.9	4954.8
2,4-D	1997	01	063	597.5	1829.6
2,4-D	1997	01	065	324.1	1626.8
2,4-D	1997	01	067	1319.9	3243.1
2,4-D	1997	01	069	2604.8	5587.4
2,4-D	1997	01	071	2255.2	5378.7
2,4-D	1997	01	073	248.9	270.8
2,4-D	1997	01	075	272.9	410.9
2,4-D	1997	01	077	3417.8	6085.1
2,4-D	1997	01	079	12690.3	15899.4
2,4-D	1997	01	081	397.4	688.5
2,4-D	1997	01	083	11058.5	13661.7
2,4-D	1997	01	085	318.5	1491.2
2,4-D	1997	01	087	153.5	1457.6
2,4-D	1997	01	089	3111.4	4199.4
2,4-D	1997	01	091	575.1	2078.9
2,4-D	1997	01	093	1517.8	2159.3
2,4-D	1997	01	095	1472.7	2498.3
2,4-D	1997	01	097	1040.2	2642
2,4-D	1997	01	099	1883.8	4014.5
2,4-D	1997	01	101	444.4	1430.9
2,4-D	1997	01	103	2337.5	3273.1
2,4-D	1997	01	105	203.3	1927.4
2,4-D	1997	01	107	475.4	938.1
2,4-D	1997	01	109	1116	2789.4
2,4-D	1997	01	111	697.9	771.8
2,4-D	1997	01	113	514.3	1810.2
2,4-D	1997	01	115	437.9	458.8
2,4-D	1997	01	117	457.9	898.8
2,4-D	1997	01	119	286	1786.7
2,4-D	1997	01	121	639	1230.7
2,4-D	1997	01	123	478.2	622.5
2,4-D	1997	01	125	421.5	980.7
2,4-D	1997	01	127	331.9	356.8
2,4-D	1997	01	129	1262.4	1573.5
2,4-D	1997	01	131	1098.2	2499
2,4-D	1997	01	133	5981.5	6196.1
2,4-D	1997	04	001	744.4	1169.8
2,4-D	1997	04	003	401.3	4184.2
2,4-D	1997	04	005	135.8	4535.1
2,4-D	1997	04	007	38.4	95.4
2,4-D	1997	04	009	389	1488.3
2,4-D	1997	04	011	67.1	265.7
2,4-D	1997	04	012	735.6	1240.8
2,4-D	1997	04	013	3515.4	8384.4
2,4-D	1997	04	015	220.3	904.1
2,4-D	1997	04	017	567.6	752.5
2,4-D	1997	04	019	530.6	821.4
2,4-D	1997	04	021	3886.6	6356.4
2,4-D	1997	04	023	5.4	82.2
2,4-D	1997	04	025	166	254
2,4-D	1997	04	027	1699.1	3917.2
2,4-D	1997	05	001	4032.7	5592.9
2,4-D	1997	05	003	109.2	2330.7
2,4-D	1997	05	005	2002.8	2244.4
2,4-D	1997	05	007	10108.2	11263.5
2,4-D	1997	05	009	4249.4	4710.2
2,4-D	1997	05	011	111.6	376.4
2,4-D	1997	05	013	481.6	582
2,4-D	1997	05	015	4073.2	4561.2
2,4-D	1997	05	017	196.5	3320.5
2,4-D	1997	05	019	1069.5	2161.6
2,4-D	1997	05	021	9931.6	10701.2
2,4-D	1997	05	023	1558.2	1783.9
2,4-D	1997	05	025	420.4	904.4
2,4-D	1997	05	027	505.2	1022.6
2,4-D	1997	05	029	4375	6145.6
2,4-D	1997	05	031	10312	11358.3
2,4-D	1997	05	033	1046.4	2287.6
2,4-D	1997	05	035	1061.9	1610.8
2,4-D	1997	05	037	3352.9	4036.7
2,4-D	1997	05	039	101.6	353.6
2,4-D	1997	05	041	234.6	2047.4
2,4-D	1997	05	043	83.1	1819.9
2,4-D	1997	05	045	5703.5	8468
2,4-D	1997	05	047	1482.3	2928.7
2,4-D	1997	05	049	5037.3	5496.5
2,4-D	1997	05	051	1636.8	2197.6
2,4-D	1997	05	053	986.9	1496.3
2,4-D	1997	05	055	8044.6	8748.1
2,4-D	1997	05	057	3263.5	3553.7
2,4-D	1997	05	059	1655.1	2873.2
2,4-D	1997	05	061	3380.8	3470.7
2,4-D	1997	05	063	7290	7649
2,4-D	1997	05	065	4214.5	4461.3
2,4-D	1997	05	067	12158.2	13142.6
2,4-D	1997	05	069	269.6	2832.9
2,4-D	1997	05	071	932.4	2064.7
2,4-D	1997	05	073	2551	3010.4
2,4-D	1997	05	075	12732.7	13347.2
2,4-D	1997	05	077	1397.1	1709.4
2,4-D	1997	05	079	165.8	2156.5
2,4-D	1997	05	081	3886.8	4318.3
2,4-D	1997	05	083	1981.3	3801.3
2,4-D	1997	05	085	4602.9	6346.9
2,4-D	1997	05	087	4752.6	5367
2,4-D	1997	05	089	1958.7	2270.5
2,4-D	1997	05	091	2791.8	3383.2
2,4-D	1997	05	093	4859.2	6336.3
2,4-D	1997	05	095	1624.1	2430.7
2,4-D	1997	05	097	2566.6	2650
2,4-D	1997	05	099	1018.4	1829
2,4-D	1997	05	101	1562.2	1662.2
2,4-D	1997	05	103	127.1	469.8
2,4-D	1997	05	105	1555.5	2472.4
2,4-D	1997	05	107	918.3	1495.3
2,4-D	1997	05	109	1993.2	2094.7
2,4-D	1997	05	111	15830.3	16883
2,4-D	1997	05	113	877.2	2237.3
2,4-D	1997	05	115	1147.3	2722.7
2,4-D	1997	05	117	2596.1	3784
2,4-D	1997	05	119	1990.5	3184
2,4-D	1997	05	121	7254.6	7679.4
2,4-D	1997	05	123	1647.1	2747.7
2,4-D	1997	05	125	1116.4	1698.1
2,4-D	1997	05	127	631.1	1708.2
2,4-D	1997	05	129	6182.7	6681.5
2,4-D	1997	05	131	830.9	1954.4
2,4-D	1997	05	133	3669.8	3842.1
2,4-D	1997	05	135	4806.1	5137.1
2,4-D	1997	05	137	1748.4	2000.4
2,4-D	1997	05	139	237.8	605.2
2,4-D	1997	05	141	3190.5	3627.3
2,4-D	1997	05	143	10876.6	11454.2
2,4-D	1997	05	145	11473.4	12339.6
2,4-D	1997	05	147	1899.3	2523.1
2,4-D	1997	05	149	1045.1	2767.6
2,4-D	1997	06	001	85.5	85.5
2,4-D	1997	06	005	210.1	210.1
2,4-D	1997	06	007	11724	11724
2,4-D	1997	06	009	497.3	497.3
2,4-D	1997	06	011	9530.8	9530.8
2,4-D	1997	06	013	2332.6	2332.6
2,4-D	1997	06	015	805.2	805.2
2,4-D	1997	06	017	16	16
2,4-D	1997	06	019	5069.1	5069.1
2,4-D	1997	06	021	18484.2	18484.2
2,4-D	1997	06	023	1224.6	1224.6
2,4-D	1997	06	025	16991.3	16991.3
2,4-D	1997	06	027	41.1	41.1
2,4-D	1997	06	029	2896.3	2896.3
2,4-D	1997	06	031	11645.4	11645.4
2,4-D	1997	06	033	781.9	781.9
2,4-D	1997	06	035	622.6	622.6
2,4-D	1997	06	037	407.1	407.1
2,4-D	1997	06	039	2332.4	2332.4
2,4-D	1997	06	043	89.1	89.1
2,4-D	1997	06	045	1440.2	1440.2
2,4-D	1997	06	047	11792.4	11792.4
2,4-D	1997	06	049	7866.8	7866.8
2,4-D	1997	06	053	1545.7	1545.7
2,4-D	1997	06	055	50.2	50.2
2,4-D	1997	06	057	1	1
2,4-D	1997	06	059	100.2	100.2
2,4-D	1997	06	061	3931.4	3931.4
2,4-D	1997	06	065	7392.4	7392.4
2,4-D	1997	06	067	9493.9	9493.9
2,4-D	1997	06	069	1277.5	1277.5
2,4-D	1997	06	071	1328.6	1328.6
2,4-D	1997	06	073	525.3	525.3
2,4-D	1997	06	077	20577.3	20577.3
2,4-D	1997	06	079	4505.9	4505.9
2,4-D	1997	06	081	798.9	798.9
2,4-D	1997	06	083	1934	1934
2,4-D	1997	06	085	407.3	407.3
2,4-D	1997	06	087	20.6	20.6
2,4-D	1997	06	089	4952.1	4952.1
2,4-D	1997	06	093	7801.6	7801.6
2,4-D	1997	06	095	10751.7	10751.7
2,4-D	1997	06	097	478.8	478.8
2,4-D	1997	06	099	8976.6	8976.6
2,4-D	1997	06	101	14078.7	14078.7
2,4-D	1997	06	103	3762.6	3762.6
2,4-D	1997	06	105	225.6	225.6
2,4-D	1997	06	107	6308.4	6308.4
2,4-D	1997	06	109	4465.6	4465.6
2,4-D	1997	06	111	537.7	537.7
2,4-D	1997	06	113	13499.1	13499.1
2,4-D	1997	06	115	3314.6	3314.6
2,4-D	1997	08	001	17031.4	18189.3
2,4-D	1997	08	003	4382.8	4783.7
2,4-D	1997	08	005	7226.1	7742.9
2,4-D	1997	08	007	211.8	2054.6
2,4-D	1997	08	009	54985.6	68445.3
2,4-D	1997	08	011	46133.2	47596.9
2,4-D	1997	08	013	3189.2	3371.3
2,4-D	1997	08	015	17.9	1465.6
2,4-D	1997	08	017	11675.1	13754.6
2,4-D	1997	08	019		84.2
2,4-D	1997	08	021	3835.6	5302.2
2,4-D	1997	08	023	2263.5	2472
2,4-D	1997	08	025	21981.2	23297.9
2,4-D	1997	08	027	10821.5	10845.2
2,4-D	1997	08	029	1994.2	4839.2
2,4-D	1997	08	033	7928.7	9283.7
2,4-D	1997	08	035	499.9	613
2,4-D	1997	08	037	10.2	2168.2
2,4-D	1997	08	039	3475.9	4509.7
2,4-D	1997	08	041	431.8	943.6
2,4-D	1997	08	043	17100.5	17328.6
2,4-D	1997	08	045	1644.2	3942.6
2,4-D	1997	08	047		63.5
2,4-D	1997	08	049	30.8	3825.5
2,4-D	1997	08	051	0.2	3413.1
2,4-D	1997	08	053	17	133.1
2,4-D	1997	08	055	40404.7	40910.8
2,4-D	1997	08	057		6498.7
2,4-D	1997	08	059	2932.6	2997.3
2,4-D	1997	08	061	14925.2	18552.1
2,4-D	1997	08	063	29113.9	31800.9
2,4-D	1997	08	065		175.1
2,4-D	1997	08	067	2347.3	27324.1
2,4-D	1997	08	069	16511.8	16861.2
2,4-D	1997	08	071	141260.7	142968.8
2,4-D	1997	08	073	15659.3	18011.3
2,4-D	1997	08	075	35441.9	36927
2,4-D	1997	08	077	4321.3	6249.2
2,4-D	1997	08	079	20.7	67.5
2,4-D	1997	08	081	521	4805.4
2,4-D	1997	08	083	3849.9	8063.3
2,4-D	1997	08	085	4028.8	7054.3
2,4-D	1997	08	087	22690.3	23844
2,4-D	1997	08	089	35033.4	35329.7
2,4-D	1997	08	091	478.7	1632.9
2,4-D	1997	08	093	8	2293.4
2,4-D	1997	08	095	12074.1	12976.3
2,4-D	1997	08	097	2.5	164.2
2,4-D	1997	08	099	43526.9	51971.7
2,4-D	1997	08	101	47290.7	50000.5
2,4-D	1997	08	103	143.1	4460.2
2,4-D	1997	08	105	5887.2	6436.3
2,4-D	1997	08	107	335	4500.9
2,4-D	1997	08	109	6038.6	6570.1
2,4-D	1997	08	111		63.3
2,4-D	1997	08	113	1713	2664.9
2,4-D	1997	08	115	11069.8	11285.4
2,4-D	1997	08	117		815.5
2,4-D	1997	08	119	0.1	995.3
2,4-D	1997	08	121	30489.5	35032.6
2,4-D	1997	08	123	55074.2	58465.8
2,4-D	1997	08	125	14243.5	15450.1
2,4-D	1997	09	001	45.2	63.4
2,4-D	1997	09	003	508.8	634.2
2,4-D	1997	09	005	135.9	244
2,4-D	1997	09	007	22.8	61.3
2,4-D	1997	09	009	161.4	238.3
2,4-D	1997	09	011	65.8	123.4
2,4-D	1997	09	013	32.1	104.9
2,4-D	1997	09	015	88.8	169.4
2,4-D	1997	10	001	34.1	2386.4
2,4-D	1997	10	003	211.6	1012
2,4-D	1997	10	005	1854.5	3819.2
2,4-D	1997	12	001	4849.5	5142.2
2,4-D	1997	12	003	7.3	10.3
2,4-D	1997	12	005	11.5	58.9
2,4-D	1997	12	007	695.2	704.5
2,4-D	1997	12	009	932.2	940.5
2,4-D	1997	12	011	410.5	412
2,4-D	1997	12	013	68.4	415.4
2,4-D	1997	12	015	1718.3	1729.2
2,4-D	1997	12	017	1146.2	1179.1
2,4-D	1997	12	019	254.5	256.7
2,4-D	1997	12	021	1643.3	1768.3
2,4-D	1997	12	023	599.9	623.7
2,4-D	1997	12	025	485	801.7
2,4-D	1997	12	027	2992	3007
2,4-D	1997	12	029	81.2	90.3
2,4-D	1997	12	031	1202.6	1213.1
2,4-D	1997	12	033	383.8	636
2,4-D	1997	12	035	336.7	336.7
2,4-D	1997	12	037	1.7	1.7
2,4-D	1997	12	039	116.7	354.6
2,4-D	1997	12	041	3893.1	4024.5
2,4-D	1997	12	043	2444.5	2461.9
2,4-D	1997	12	045	8	17.7
2,4-D	1997	12	047	737.5	750.2
2,4-D	1997	12	049	4472.8	4479.3
2,4-D	1997	12	051	6129.1	6148.8
2,4-D	1997	12	053	944.6	963.5
2,4-D	1997	12	055	3235	3264.1
2,4-D	1997	12	057	5596.4	6134.8
2,4-D	1997	12	059	295.5	1250.8
2,4-D	1997	12	061	1176.6	1184.1
2,4-D	1997	12	063	1045.7	2512.2
2,4-D	1997	12	065	320.8	977.8
2,4-D	1997	12	067	965.6	979.4
2,4-D	1997	12	069	1994.1	2048.4
2,4-D	1997	12	071	1372.3	1488
2,4-D	1997	12	073	71.5	578.6
2,4-D	1997	12	075	6297.4	6546.3
2,4-D	1997	12	077	8.7	14.6
2,4-D	1997	12	079	1332.1	1381.7
2,4-D	1997	12	081	4380.9	4631.2
2,4-D	1997	12	083	6199	6294.3
2,4-D	1997	12	085	1619.5	1632.2
2,4-D	1997	12	089	99.7	107.2
2,4-D	1997	12	091	181.9	660.4
2,4-D	1997	12	093	6412.2	6495.7
2,4-D	1997	12	095	431.4	501.9
2,4-D	1997	12	097	2634.8	2636.6
2,4-D	1997	12	099	28187.5	28257.6
2,4-D	1997	12	101	2821.5	2864.1
2,4-D	1997	12	103	57.6	97.6
2,4-D	1997	12	105	4530.5	4630.9
2,4-D	1997	12	107	636.1	690.5
2,4-D	1997	12	109	1093	1094.5
2,4-D	1997	12	111	1528	1537.1
2,4-D	1997	12	113	150.4	492.3
2,4-D	1997	12	115	2721.5	2723.4
