COMPOUND	YEAR	STATE_FIPS_CODE	COUNTY_FIPS_CODE	EPEST_LOW_KG	EPEST_HIGH_KG
2,4-D	1992	01	001	233.3	913.8
2,4-D	1992	01	003	2895.2	3821.3
2,4-D	1992	01	005	1114.7	1836.2
2,4-D	1992	01	007	404.3	882
2,4-D	1992	01	009	1276.5	1568.2
2,4-D	1992	01	011	1530.2	2211.2
2,4-D	1992	01	013	378.9	624.2
2,4-D	1992	01	015	700.3	960.3
2,4-D	1992	01	017	1089.9	1600.8
2,4-D	1992	01	019	717.2	1472.7
2,4-D	1992	01	021	600.4	1028.2
2,4-D	1992	01	023	11.3	154.4
2,4-D	1992	01	025	15.8	163.3
2,4-D	1992	01	027	520.2	820.5
2,4-D	1992	01	029	9170.3	9294.3
2,4-D	1992	01	031	1358.7	2163.2
2,4-D	1992	01	033	2671.2	2829.6
2,4-D	1992	01	035	245.1	457.8
2,4-D	1992	01	037	350.6	806.3
2,4-D	1992	01	039	1281.6	2016.8
2,4-D	1992	01	041	804.9	1254.2
2,4-D	1992	01	043	2829.3	3357.7
2,4-D	1992	01	045	997.7	1510.8
2,4-D	1992	01	047	441.8	1828.3
2,4-D	1992	01	049	2330.6	3093.8
2,4-D	1992	01	051	181	581.3
2,4-D	1992	01	053	697.2	1027.1
2,4-D	1992	01	055	898.1	1094.6
2,4-D	1992	01	057	382.4	704
2,4-D	1992	01	059	1892.7	1950
2,4-D	1992	01	061	1768.3	2745.2
2,4-D	1992	01	063	2688.8	3378.7
2,4-D	1992	01	065	291.7	1735
2,4-D	1992	01	067	1472.7	2251.2
2,4-D	1992	01	069	2362.1	3443
2,4-D	1992	01	071	1601.7	2691.5
2,4-D	1992	01	073	194.5	443.7
2,4-D	1992	01	075	369.3	667
2,4-D	1992	01	077	2737.3	2933.4
2,4-D	1992	01	079	3913.5	4122.7
2,4-D	1992	01	081	526.3	832
2,4-D	1992	01	083	2807.1	3124
2,4-D	1992	01	085	321.6	1387.3
2,4-D	1992	01	087	223.3	901.3
2,4-D	1992	01	089	1694.9	2088.5
2,4-D	1992	01	091	292.4	1502.7
2,4-D	1992	01	093	1347.9	1388.7
2,4-D	1992	01	095	1921.9	2346.6
2,4-D	1992	01	097	615.7	938.9
2,4-D	1992	01	099	349.3	665.6
2,4-D	1992	01	101	252.1	1364.5
2,4-D	1992	01	103	1759.8	1936.2
2,4-D	1992	01	105	206.7	1319
2,4-D	1992	01	107	827.2	1374.7
2,4-D	1992	01	109	1242.8	1942.2
2,4-D	1992	01	111	880.6	1235.9
2,4-D	1992	01	113	459.2	997.6
2,4-D	1992	01	115	754.2	875.3
2,4-D	1992	01	117	443.5	715.2
2,4-D	1992	01	119	349.9	1128.9
2,4-D	1992	01	121	665.7	1527.6
2,4-D	1992	01	123	633.7	930
2,4-D	1992	01	125	596.7	913.3
2,4-D	1992	01	127	316.3	492.7
2,4-D	1992	01	129	294.2	530.9
2,4-D	1992	01	131	378	745.3
2,4-D	1992	01	133	672.7	685.9
2,4-D	1992	04	001	455.3	871.3
2,4-D	1992	04	003	124.4	871.1
2,4-D	1992	04	005	810.5	1500.4
2,4-D	1992	04	007	1.5	85.1
2,4-D	1992	04	009	195.9	562.2
2,4-D	1992	04	011	37.8	145.3
2,4-D	1992	04	012	73.9	1298.2
2,4-D	1992	04	013	209.5	3512
2,4-D	1992	04	015	70.4	1387.2
2,4-D	1992	04	017	710.2	1091.9
2,4-D	1992	04	019	118.8	741.7
2,4-D	1992	04	021	800.1	2754.4
2,4-D	1992	04	023	2.9	32.2
2,4-D	1992	04	025	172.7	385.6
2,4-D	1992	04	027	88.8	4349.5
2,4-D	1992	05	001	9906.2	11018.9
2,4-D	1992	05	003	532.5	1357.7
2,4-D	1992	05	005	1150.4	1286.8
2,4-D	1992	05	007	5853.6	5881.4
2,4-D	1992	05	009	4341.5	4341.5
2,4-D	1992	05	011	122	261.3
2,4-D	1992	05	013	64.2	198.1
2,4-D	1992	05	015	4273.3	4277.8
2,4-D	1992	05	017	1020.6	2599.9
2,4-D	1992	05	019	317.6	1032.4
2,4-D	1992	05	021	2482.8	2532.3
2,4-D	1992	05	023	871.4	1046.4
2,4-D	1992	05	025	141.6	362.1
2,4-D	1992	05	027	227	646.4
2,4-D	1992	05	029	7904.2	8182.4
2,4-D	1992	05	031	2277.6	2343.2
2,4-D	1992	05	033	1627.9	2286.2
2,4-D	1992	05	035	2861.6	2899
2,4-D	1992	05	037	7321.9	7364.7
2,4-D	1992	05	039	86.6	177.7
2,4-D	1992	05	041	637.2	1666.2
2,4-D	1992	05	043	457.1	810.5
2,4-D	1992	05	045	9108.1	9344.9
2,4-D	1992	05	047	1913.7	2671.8
2,4-D	1992	05	049	3311.6	3649
2,4-D	1992	05	051	1811.7	1867
2,4-D	1992	05	053	1184.5	1222
2,4-D	1992	05	055	2200.8	2262
2,4-D	1992	05	057	2287.6	3943.5
2,4-D	1992	05	059	2198.3	2293.1
2,4-D	1992	05	061	1555.9	2793.7
2,4-D	1992	05	063	6005.4	6111.8
2,4-D	1992	05	065	2143.6	2451.7
2,4-D	1992	05	067	2534.4	2591.1
2,4-D	1992	05	069	740.2	1943.9
2,4-D	1992	05	071	740.5	1315.2
2,4-D	1992	05	073	1601	2473.6
2,4-D	1992	05	075	4974.5	5038.3
2,4-D	1992	05	077	3824.8	3865.1
2,4-D	1992	05	079	566.2	1205.8
2,4-D	1992	05	081	1484.5	2866.3
2,4-D	1992	05	083	2249.7	3086.9
2,4-D	1992	05	085	8401.3	8557
2,4-D	1992	05	087	3712.5	3712.5
2,4-D	1992	05	089	1548.6	1756
2,4-D	1992	05	091	2011.3	3943.4
2,4-D	1992	05	093	900.4	915.9
2,4-D	1992	05	095	3696.8	3813.3
2,4-D	1992	05	097	733.5	1776
2,4-D	1992	05	099	3340.6	3934.7
2,4-D	1992	05	101	1105.2	1105.2
2,4-D	1992	05	103	135.9	365.3
2,4-D	1992	05	105	2868.2	2972
2,4-D	1992	05	107	2505.9	2518.1
2,4-D	1992	05	109	816.3	1446.9
2,4-D	1992	05	111	3142.4	3176.5
2,4-D	1992	05	113	1307.9	1900.9
2,4-D	1992	05	115	1677.9	2417.1
2,4-D	1992	05	117	6268.2	6604.7
2,4-D	1992	05	119	3469.2	3782.4
2,4-D	1992	05	121	4257.9	4383.8
2,4-D	1992	05	123	4606.6	4629.1
2,4-D	1992	05	125	764.3	824.5
2,4-D	1992	05	127	1014	1599
2,4-D	1992	05	129	2698.6	3037.7
2,4-D	1992	05	131	972.1	1600.3
2,4-D	1992	05	133	1556.6	3016.6
2,4-D	1992	05	135	2045.3	2305.8
2,4-D	1992	05	137	1063.3	1319.2
2,4-D	1992	05	139	126.9	334.2
2,4-D	1992	05	141	979	1204.3
2,4-D	1992	05	143	5195.4	5201.8
2,4-D	1992	05	145	7509.9	7953.3
2,4-D	1992	05	147	4857.9	5010
2,4-D	1992	05	149	3302.1	4124.5
2,4-D	1992	06	001	289	289
2,4-D	1992	06	005	377	377
2,4-D	1992	06	007	10298.9	10298.9
2,4-D	1992	06	009	81.3	81.3
2,4-D	1992	06	011	13038.6	13038.6
2,4-D	1992	06	013	2400.4	2400.4
2,4-D	1992	06	015	877.8	877.8
2,4-D	1992	06	017	45.9	45.9
2,4-D	1992	06	019	7631	7631
2,4-D	1992	06	021	13666.5	13666.5
2,4-D	1992	06	023	667.8	667.8
2,4-D	1992	06	025	8760.1	8760.1
2,4-D	1992	06	027	149.4	149.4
2,4-D	1992	06	029	3805.7	3805.7
2,4-D	1992	06	031	7046.7	7046.7
2,4-D	1992	06	033	1505.6	1505.6
2,4-D	1992	06	035	489.7	489.7
2,4-D	1992	06	037	103.1	103.1
2,4-D	1992	06	039	5477.3	5477.3
2,4-D	1992	06	041	13.3	13.3
2,4-D	1992	06	043	70.3	70.3
2,4-D	1992	06	045	1024.9	1024.9
2,4-D	1992	06	047	14619.4	14619.4
2,4-D	1992	06	049	4892.3	4892.3
2,4-D	1992	06	051	9.4	9.4
2,4-D	1992	06	053	1449.7	1449.7
2,4-D	1992	06	055	191.6	191.6
2,4-D	1992	06	057	42.8	42.8
2,4-D	1992	06	059	287.7	287.7
2,4-D	1992	06	061	783.2	783.2
2,4-D	1992	06	063	88.7	88.7
2,4-D	1992	06	065	15590.2	15590.2
2,4-D	1992	06	067	15684.3	15684.3
2,4-D	1992	06	069	4100.6	4100.6
2,4-D	1992	06	071	3637.2	3637.2
2,4-D	1992	06	073	597.6	597.6
2,4-D	1992	06	077	41898.9	41898.9
2,4-D	1992	06	079	5814.3	5814.3
2,4-D	1992	06	081	470.7	470.7
2,4-D	1992	06	083	2655.2	2655.2
2,4-D	1992	06	085	1041	1041
2,4-D	1992	06	087	114.2	114.2
2,4-D	1992	06	089	1803.2	1803.2
2,4-D	1992	06	091	5.1	5.1
2,4-D	1992	06	093	6525.7	6525.7
2,4-D	1992	06	095	14213.7	14213.7
2,4-D	1992	06	097	872.5	872.5
2,4-D	1992	06	099	12268.9	12268.9
2,4-D	1992	06	101	4531.4	4531.4
2,4-D	1992	06	103	3152.1	3152.1
2,4-D	1992	06	107	8361.4	8361.4
2,4-D	1992	06	111	578.5	578.5
2,4-D	1992	06	113	19707.8	19707.8
2,4-D	1992	06	115	995.4	995.4
2,4-D	1992	08	001	11800.1	12940.4
2,4-D	1992	08	003	1541.1	1928.6
